OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
2020,2020-01-20,1200,2020,2020-01-21,747,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2020,2020-01-20,845,2020,2020-01-21,935,D33,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Assault,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
2020,2020-01-27,1400,2020,2020-01-27,2148,D32,Business/Retail,NO,NO,none,None,None,jewish,none,None,NO,Public Incitement of Hatred ,034,Bathurst Manor (34),034,Bathurst Manor (34),NO
2020,2020-01-30,1000,2020,2020-01-30,1023,D22,Public Transportation,NO,NO,white,None,None,none,none,None,NO,Mischief Interfere With Property,019,Long Branch (19),019,Long Branch (19),NO
2020,2020-02-02,1440,2020,2020-02-02,1652,D51,Streets/Roadways/Highway,NO,NO,none,None,None,sikh,none,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2020,2020-02-07,1430,2020,2020-02-11,1517,D51,Public Transportation,NO,NO,none,Chinese,None,none,none,None,NO,Robbery,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),YES
2020,2020-02-07,2000,2020,2020-02-08,942,D11,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,christian orthodox,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
2020,2020-02-11,2359,2020,2020-02-12,1229,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,none,gay,None,NO,Mischief Under $5000,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
2020,2020-02-11,925,2020,2020-02-11,1024,NSA,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,Other Ethnicity not mentioned,None,none,none,None,YES,Mischief Interfere With Property,NSA,NSA,NSA,NSA,NO
2020,2020-02-18,2205,2020,2020-02-18,2205,D14,"Open Area, Park or Parking Lot",NO,NO,none,None,None,muslim,none,None,NO,Criminal Harassment,163,Fort York-Liberty Village (163),082,Niagara (82),NO
2020,2020-02-21,832,2020,2020-02-25,905,D11,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,086,Roncesvalles (86),086,Roncesvalles (86),NO
2020,2020-02-24,1200,2020,2020-02-25,1151,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,099,Mount Pleasant East (99),099,Mount Pleasant East (99),NO
2020,2020-02-28,1208,2020,2020-02-28,1208,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Uttering Threats - Bodily Harm,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),YES
2020,2020-03-02,0,2020,2020-03-02,1905,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
2020,2020-03-08,1911,2020,2020-03-09,13,D32,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
2020,2020-03-09,1913,2020,2020-03-09,2123,D53,Public Transportation,NO,NO,none,Chinese,None,none,2slgbtq+,None,YES,Criminal Harassment,095,Annex (95),095,Annex (95),NO
2020,2020-03-09,828,2020,2020-03-09,903,NSA,Public Transportation,NO,NO,none,Filipino,None,jewish,2slgbtq+,None,YES,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
2020,2020-03-17,1054,2020,2020-03-17,1054,D51,Public Transportation,NO,NO,east/southeast asian,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),NO
2020,2020-03-26,1930,2020,2020-03-27,1618,D14,Business/Retail,NO,NO,none,Israeli,None,none,none,None,NO,Mischief Under $5000,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO
2020,2020-03-30,1400,2020,2020-04-01,1357,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Disturbing Religious Worship Or Certain Meetings,035,Westminster-Branson (35),035,Westminster-Branson (35),NO
2020,2020-04-02,1200,2020,2020-04-02,2233,D41,Public Transportation,NO,NO,none,Indian,None,none,none,None,NO,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
2020,2020-04-03,1030,2020,2020-04-06,1030,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Disturbing Religious Worship Or Certain Meetings,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO
2020,2020-04-04,2155,2020,2020-04-04,2155,D32,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
2020,2020-04-04,2257,2020,2020-04-04,2257,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),NO
2020,2020-04-05,1100,2020,2020-04-05,1740,D32,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
2020,2020-04-08,1440,2020,2020-04-09,1410,D52,Streets/Roadways/Highway,NO,NO,"black, east/southeast asian",None,None,none,none,None,YES,Assault With a Weapon,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
2020,2020-04-08,815,2020,2020-04-09,1417,D11,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,black,None,None,none,none,None,NO,Assault,087,High Park-Swansea (87),087,High Park-Swansea (87),YES
2020,2020-04-19,1955,2020,2020-04-19,2323,D13,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,Disturbing Religious Worship Or Certain Meetings,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
2020,2020-04-21,1000,2020,2020-04-21,2022,D55,Streets/Roadways/Highway,NO,NO,none,None,None,none,gay,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
2020,2020-04-22,1700,2020,2020-04-22,1933,D51,Other Commercial / Corporate Places ,NO,NO,none,None,None,none,none,Transgender Woman (Identifies As Woman),NO,Criminal Harassment,074,North St.James Town (74),074,North St.James Town (74),NO
2020,2020-04-23,1700,2020,2020-04-23,1904,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2020,2020-04-25,2113,2020,2020-04-25,2227,D55,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,070,South Riverdale (70),070,South Riverdale (70),NO
2020,2020-04-25,224,2020,2020-04-25,322,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,none,Transgender Man (Identifies As Man),NO,Criminal Harassment,062,East End-Danforth (62),062,East End-Danforth (62),NO
2020,2020-05-01,1730,2020,2020-05-04,1000,D13,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,Disturbing Religious Worship Or Certain Meetings,107,Oakwood Village (107),107,Oakwood Village (107),NO
2020,2020-05-05,820,2020,2020-05-05,1217,D32,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,Disturbing Religious Worship Or Certain Meetings,034,Bathurst Manor (34),034,Bathurst Manor (34),NO
2020,2020-05-07,1314,2020,2020-05-07,1314,D22,Business/Retail,NO,NO,none,Indian,None,none,none,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),YES
2020,2020-05-10,1200,2020,2020-05-12,1551,D31,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,black,None,None,none,none,None,NO,Harassing Communications,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO
2020,2020-05-15,1437,2020,2020-05-19,1047,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,YES,black,None,None,jewish,none,None,YES,Disturbing Religious Worship Or Certain Meetings,059,Danforth East York (59),059,Danforth East York (59),NO
2020,2020-05-16,1052,2020,2020-05-16,1629,D52,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Criminal Harassment,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES
2020,2020-05-16,1800,2020,2020-05-16,1913,D55,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,Uttering Threats - Property,069,Blake-Jones (69),069,Blake-Jones (69),NO
2020,2020-05-18,945,2020,2020-05-18,1159,D32,Religious Place of Worship/Cultural Centre,NO,NO,black,None,None,jewish,none,None,YES,Disturbing Religious Worship Or Certain Meetings,152,East Willowdale (152),051,Willowdale East (51),NO
2020,2020-05-21,1330,2020,2020-05-21,1515,D52,Streets/Roadways/Highway,NO,NO,east/southeast asian,None,None,none,none,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES
2020,2020-05-22,2140,2020,2020-05-22,2142,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2020,2020-05-23,545,2020,2020-05-25,1356,D43,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Criminal Harassment,133,Centennial Scarborough (133),133,Centennial Scarborough (133),YES
2020,2020-05-25,2208,2020,2020-05-25,2208,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO
2020,2020-05-25,825,2020,2020-05-25,1007,D52,Streets/Roadways/Highway,NO,NO,none,Chinese,None,none,none,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2020,2020-05-26,1200,2020,2020-05-26,2045,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO
2020,2020-05-26,236,2020,2020-05-27,235,D52,Streets/Roadways/Highway,NO,NO,none,Chinese,None,none,none,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
2020,2020-05-26,1,2020,2020-06-01,1738,D52,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2020,2020-05-29,1900,2020,2020-06-03,2247,D32,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),YES
2020,2020-05-30,1600,2020,2020-05-30,1737,D52,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
2020,2020-05-30,1200,2020,2020-05-31,1739,D52,Public Transportation,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
2020,2020-05-30,507,2020,2020-06-01,1629,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),NO
2020,2020-06-01,230,2020,2020-09-03,1400,D14,Other Commercial / Corporate Places ,NO,NO,none,None,None,none,lesbian,None,NO,Criminal Harassment,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),YES
2020,2020-06-01,1100,2020,2020-06-01,1136,D41,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
2020,2020-06-02,753,2020,2020-06-02,753,D23,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
2020,2020-06-02,1400,2020,2020-06-03,911,D32,Streets/Roadways/Highway,NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO
2020,2020-06-03,1300,2020,2020-06-03,1329,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,gay,None,NO,Criminal Harassment,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
2020,2020-06-05,2300,2020,2020-06-08,901,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),NO
2020,2020-06-06,1230,2020,2020-06-06,1331,D14,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,079,University (79),079,University (79),NO
2020,2020-06-06,2041,2020,2020-06-06,2041,D41,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),YES
2020,2020-06-09,1530,2020,2020-06-10,1627,D55,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Mischief Interfere With Property,059,Danforth East York (59),059,Danforth East York (59),YES
2020,2020-06-11,927,2020,2020-06-11,927,D31,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),NO
2020,2020-06-13,637,2020,2020-06-15,2047,D52,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2020,2020-06-16,2138,2020,2020-06-16,2151,D51,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),NO
2020,2020-06-16,1430,2020,2020-06-16,1624,D51,Streets/Roadways/Highway,NO,NO,none,Chinese,None,none,none,None,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES
2020,2020-06-18,1424,2020,2020-06-18,1537,D51,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,black,None,None,none,none,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
2020,2020-06-19,420,2020,2020-06-19,527,D51,Other Commercial / Corporate Places ,NO,NO,none,Indian,None,none,none,None,NO,Assault With a Weapon,073,Moss Park (73),073,Moss Park (73),YES
2020,2020-06-20,1400,2020,2020-06-20,2101,D22,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Mischief Interfere With Property,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
2020,2020-06-21,1207,2020,2020-06-21,1207,D11,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Wilful Promotion of Hatred,088,High Park North (88),088,High Park North (88),NO
2020,2020-06-26,1300,2020,2020-06-27,2302,D51,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO
2020,2020-06-26,2048,2020,2020-06-26,2138,D32,"Open Area, Park or Parking Lot",NO,NO,none,Chinese,None,none,none,None,NO,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
2020,2020-06-26,1640,2020,2020-06-26,1749,D55,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Criminal Harassment,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES
2020,2020-06-28,1500,2020,2020-06-28,1509,D22,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO
2020,2020-06-28,13,2020,2020-06-28,1438,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO
2020,2020-06-28,25,2020,2020-06-28,32,D55,Public Transportation,NO,NO,white,None,None,none,none,None,NO,Assault,068,North Riverdale (68),068,North Riverdale (68),YES
2020,2020-06-28,1400,2020,2020-06-30,1213,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,other christian religion,none,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
2020,2020-06-30,1800,2020,2020-06-30,1802,D51,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES
2020,2020-07-02,2102,2020,2020-07-02,2102,D52,"Open Area, Park or Parking Lot",NO,NO,white,None,None,none,none,None,NO,Assault With a Weapon,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES
2020,2020-07-03,2012,2020,2020-07-03,2012,D52,Streets/Roadways/Highway,NO,NO,none,Chinese,None,none,none,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES
2020,2020-07-06,1730,2020,2020-07-06,1956,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Criminal Harassment,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
2020,2020-07-06,300,2020,2020-07-06,1231,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
2020,2020-07-10,1000,2020,2020-07-10,1203,D52,Other Commercial / Corporate Places ,NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2020,2020-07-16,1900,2020,2020-07-17,847,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,Chinese,None,jewish,none,None,YES,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO
2020,2020-07-17,720,2020,2020-07-17,720,D14,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Assault,095,Annex (95),095,Annex (95),YES
2020,2020-07-17,930,2020,2020-07-17,1146,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO
2020,2020-07-18,2045,2020,2020-07-18,2248,D42,Streets/Roadways/Highway,NO,NO,east/southeast asian,None,None,none,none,None,NO,Assault,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO
2020,2020-07-19,1327,2020,2020-07-19,1603,D52,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO
2020,2020-07-20,1320,2020,2020-07-20,1550,D55,Public Transportation,NO,NO,none,None,None,none,gay,None,NO,Uttering Threats - Bodily Harm,063,The Beaches (63),063,The Beaches (63),NO
2020,2020-07-22,2223,2020,2020-07-22,2223,D41,Public Transportation,NO,NO,none,Indian,None,none,none,None,NO,Assault,124,Kennedy Park (124),124,Kennedy Park (124),YES
2020,2020-07-22,900,2020,2020-07-22,1130,D22,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Wilful Promotion of Hatred,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
2020,2020-07-23,1140,2020,2020-07-27,821,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,None,NO,Harassing Communications,027,York University Heights (27),027,York University Heights (27),NO
2020,2020-07-23,1440,2020,2020-07-23,1534,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,black,None,None,none,none,None,NO,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),NO
2020,2020-07-27,1950,2020,2020-08-07,925,D53,Public Transportation,NO,NO,white,None,None,none,none,None,NO,Assault With a Weapon,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO
2020,2020-07-30,2150,2020,2020-07-30,2258,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2020,2020-07-30,2200,2020,2020-08-03,1904,D22,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),NO
2020,2020-07-31,1300,2020,2020-07-31,1911,D51,Streets/Roadways/Highway,NO,NO,none,None,None,none,none,Transgender Woman (Identifies As Woman),NO,Criminal Harassment,074,North St.James Town (74),074,North St.James Town (74),NO
2020,2020-07-31,1306,2020,2020-08-02,823,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Property,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
2020,2020-08-01,0,2020,2020-08-28,1617,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO
2020,2020-08-06,1200,2020,2020-08-20,1052,D31,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,None,NO,Uttering Threats - Bodily Harm,027,York University Heights (27),027,York University Heights (27),NO
2020,2020-08-07,1408,2020,2020-08-07,1553,D52,Business/Retail,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2020,2020-08-11,800,2020,2020-08-13,902,D32,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Over $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
2020,2020-08-11,1230,2020,2020-08-14,1430,D52,Other Commercial / Corporate Places ,NO,NO,"black, south asian",None,None,none,none,None,YES,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2020,2020-08-12,820,2020,2020-08-12,820,D55,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),NO
2020,2020-08-12,1250,2020,2020-08-14,1001,D31,Public Transportation,NO,NO,south asian,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
2020,2020-08-13,2000,2020,2020-08-14,1226,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,Chinese,None,none,none,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
2020,2020-08-13,1700,2020,2020-08-14,900,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,none,none,None,NO,Mischief To Data,155,Downsview (155),026,Downsview-Roding-CFB (26),NO
2020,2020-08-15,1130,2020,2020-08-15,1130,D51,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,2slgbtq+,None,YES,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2020,2020-08-16,1005,2020,2020-08-16,1006,D22,Streets/Roadways/Highway,NO,NO,none,Other Ethnicity not mentioned,None,none,none,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),YES
2020,2020-08-18,1630,2020,2020-08-20,1353,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
2020,2020-08-19,1100,2020,2020-08-20,1020,D31,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,None,NO,Uttering Threats - Bodily Harm,027,York University Heights (27),027,York University Heights (27),NO
2020,2020-08-20,1600,2020,2020-08-21,816,D51,"Open Area, Park or Parking Lot",NO,NO,none,Israeli,None,none,none,None,NO,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),NO
2020,2020-08-23,2100,2020,2020-08-23,2315,D52,Public Transportation,NO,NO,none,None,Hindi,none,none,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES
2020,2020-08-24,1103,2020,2020-08-24,1103,D23,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
2020,2020-08-24,1230,2020,2020-08-24,1858,D22,Streets/Roadways/Highway,NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO
2020,2020-08-24,2230,2020,2020-08-24,2236,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,gay,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
2020,2020-08-25,1611,2020,2020-08-25,1611,D22,Streets/Roadways/Highway,NO,NO,none,None,None,sikh,none,None,NO,Assault,018,New Toronto (18),018,New Toronto (18),NO
2020,2020-08-27,2235,2020,2020-08-27,2322,D55,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Assault With a Weapon,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES
2020,2020-08-30,318,2020,2020-08-31,1322,D14,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,catholic,none,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO
2020,2020-08-31,1538,2020,2020-08-31,1539,D22,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
2020,2020-08-31,1200,2020,2020-08-31,1215,NSA,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Assault,NSA,NSA,NSA,NSA,YES
2020,2020-09-03,349,2020,2020-09-03,349,D22,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
2020,2020-09-03,1600,2020,2020-09-03,1606,D22,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,019,Long Branch (19),019,Long Branch (19),NO
2020,2020-09-05,1217,2020,2020-09-07,348,D22,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
2020,2020-09-08,1700,2020,2020-09-10,1327,D32,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Wilful Promotion of Hatred,027,York University Heights (27),027,York University Heights (27),NO
