OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
2018,2018-11-19,1505,2018,2018-11-19,1901,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
2018,2018-11-21,1151,2018,2018-11-21,1151,D31,Other Commercial / Corporate Places ,NO,NO,white,None,None,none,none,None,NO,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
2018,2018-11-26,1612,2018,2018-11-26,1612,D13,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,Criminal Harassment,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO
2018,2018-12-05,1300,2018,2018-12-07,735,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Criminal Harassment,037,Willowdale West (37),037,Willowdale West (37),NO
2018,2018-12-06,1119,2018,2018-12-06,1119,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Criminal Harassment,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
2018,2018-12-08,2100,2018,2018-12-08,2305,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
2019,2019-01-01,1200,2019,2019-02-18,1308,D41,"Open Area, Park or Parking Lot",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
2019,2019-01-12,100,2019,2019-01-12,225,D52,Business/Retail,NO,NO,none,Palestinian,None,none,none,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
2019,2019-01-16,1600,2019,2019-01-16,1603,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),NO
2019,2019-01-23,1415,2019,2019-01-23,1456,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2019,2019-01-25,2300,2019,2019-01-25,2313,D51,Business/Retail,NO,NO,none,None,None,none,none,"Transgender, Transgender Woman (Identifies As Woman)",YES,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2019,2019-01-26,1335,2019,2019-01-29,1613,NSA,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,black,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,NSA,NSA,NSA,NSA,NO
2019,2019-01-27,300,2019,2019-01-27,930,D13,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,107,Oakwood Village (107),107,Oakwood Village (107),NO
2019,2019-02-07,1700,2019,2019-02-08,754,D14,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),YES
2019,2019-02-11,0,2019,2019-02-13,1033,D14,Non-Commercial/Non for Profit,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),NO
2019,2019-02-22,2300,2019,2019-02-25,1023,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,none,Transgender,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
2019,2019-02-23,1000,2019,2019-02-23,1723,D53,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO
2019,2019-02-26,0,2019,2019-02-27,1012,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,None,None,none,none,Transgender,YES,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
2019,2019-02-27,700,2019,2019-02-27,2108,D32,Business/Retail,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
2019,2019-03-02,1953,2019,2019-03-02,1956,D41,Public Transportation,NO,NO,none,Indian,None,none,none,None,NO,Assault,124,Kennedy Park (124),124,Kennedy Park (124),NO
2019,2019-03-02,1,2019,2019-03-06,930,D12,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Uttering Threats - Bodily Harm,028,Rustic (28),028,Rustic (28),NO
2019,2019-03-09,828,2019,2019-03-12,956,D32,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,152,East Willowdale (152),051,Willowdale East (51),NO
2019,2019-03-10,1504,2019,2019-03-10,1504,D51,Streets/Roadways/Highway,NO,NO,none,None,None,none,none,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
2019,2019-03-14,143,2019,2019-03-14,144,D52,Streets/Roadways/Highway,NO,NO,none,None,None,none,gay,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2019,2019-03-15,1600,2019,2019-03-18,1551,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,none,Transgender,NO,Wilful Promotion of Hatred,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO
2019,2019-03-16,1046,2019,2019-03-16,1046,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,black,Palestinian,None,jewish,none,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2019,2019-03-18,1000,2019,2019-03-18,1212,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",105,Lawrence Park North (105),105,Lawrence Park North (105),NO
2019,2019-03-23,1416,2019,2019-03-23,1446,D33,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
2019,2019-03-25,353,2019,2019-03-26,1014,D31,Other Commercial / Corporate Places ,NO,NO,black,None,None,none,none,None,NO,Criminal Harassment,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO
2019,2019-04-06,2230,2019,2019-04-07,347,D41,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,gay,None,NO,Mischief Under $5000,126,Dorset Park (126),126,Dorset Park (126),NO
2019,2019-04-08,1200,2019,2019-05-09,1040,D42,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Criminal Harassment,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO
2019,2019-04-09,1800,2019,2019-04-11,1144,D41,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",121,Oakridge (121),121,Oakridge (121),NO
2019,2019-04-10,1200,2019,2019-09-15,1137,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Criminal Harassment,163,Fort York-Liberty Village (163),082,Niagara (82),NO
2019,2019-04-10,1015,2019,2019-04-10,1015,D14,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
2019,2019-04-13,257,2019,2019-04-13,2200,NSA,"Open Area, Park or Parking Lot",NO,NO,none,None,None,muslim,none,None,NO,Assault,NSA,NSA,NSA,NSA,NO
2019,2019-04-21,1500,2019,2019-04-23,1201,D55,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,jewish,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO
2019,2019-04-25,1010,2019,2019-04-25,1051,D51,Streets/Roadways/Highway,NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
2019,2019-04-30,900,2019,2019-05-01,1330,D32,Streets/Roadways/Highway,NO,NO,east/southeast asian,None,None,none,none,None,NO,Criminal Harassment,NSA,NSA,NSA,NSA,NO
2019,2019-05-05,1236,2019,2019-05-05,1236,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2019,2019-05-07,1519,2019,2019-05-23,1400,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2019,2019-05-09,1310,2019,2019-05-09,1310,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,"jewish, muslim",none,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2019,2019-05-10,2100,2019,2019-05-13,1813,D52,Business/Retail,NO,NO,none,None,None,sikh,none,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
2019,2019-05-10,1200,2019,2019-05-13,1706,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,059,Danforth East York (59),059,Danforth East York (59),NO
2019,2019-05-12,1750,2019,2019-05-12,1902,D14,Streets/Roadways/Highway,NO,NO,none,None,None,none,none,Transgender Woman (Identifies As Woman),NO,Disturbing Religious Worship Or Certain Meetings,085,South Parkdale (85),085,South Parkdale (85),NO
2019,2019-05-15,700,2019,2019-05-15,1043,D52,Other Commercial / Corporate Places ,NO,NO,black,None,None,jewish,none,None,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
2019,2019-05-17,1943,2019,2019-05-17,1943,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,Somali,None,none,none,None,YES,Uttering Threats - Bodily Harm,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),NO
2019,2019-05-17,951,2019,2019-05-17,1211,D43,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,black,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,133,Centennial Scarborough (133),133,Centennial Scarborough (133),YES
2019,2019-05-19,833,2019,2019-05-19,833,D22,"Open Area, Park or Parking Lot",NO,NO,none,None,None,muslim,none,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
2019,2019-05-20,1200,2019,2019-05-29,1100,D32,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Bodily Harm,034,Bathurst Manor (34),034,Bathurst Manor (34),YES
2019,2019-05-22,1800,2019,2019-05-22,2310,NSA,Streets/Roadways/Highway,NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
2019,2019-05-28,1200,2019,2019-05-31,1030,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,black,None,None,none,none,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),NO
2019,2019-05-29,1000,2019,2019-05-29,1803,D14,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Criminal Harassment,095,Annex (95),095,Annex (95),NO
2019,2019-05-31,1205,2019,2019-05-31,1205,D51,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,2slgbtq+,Woman,YES,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2019,2019-05-31,30,2019,2019-06-01,35,D42,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
2019,2019-06-01,700,2019,2019-06-04,948,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,none,2slgbtq+,Woman,YES,Criminal Harassment,136,West Hill (136),136,West Hill (136),NO
2019,2019-06-03,1745,2019,2019-06-03,1822,D14,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
2019,2019-06-03,1800,2019,2019-06-06,1741,D51,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
2019,2019-06-04,1750,2019,2019-06-04,1750,D51,Streets/Roadways/Highway,NO,NO,none,None,None,none,2slgbtq+,None,NO,Causing a Disturbance,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
2019,2019-06-07,0,2019,2019-06-09,1519,D33,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO
2019,2019-06-08,130,2019,2019-06-09,1330,D22,"Open Area, Park or Parking Lot",NO,NO,black,None,None,none,none,None,NO,Assault,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
2019,2019-06-11,1354,2019,2019-06-12,913,D31,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Assault,027,York University Heights (27),027,York University Heights (27),YES
2019,2019-06-15,2000,2019,2019-06-18,1710,D55,Streets/Roadways/Highway,NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Interfere With Property,070,South Riverdale (70),070,South Riverdale (70),NO
2019,2019-06-17,1916,2019,2019-06-17,1916,D51,Streets/Roadways/Highway,NO,NO,black,None,None,none,none,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO
2019,2019-06-17,1000,2019,2019-06-17,1035,D32,"Open Area, Park or Parking Lot",NO,NO,none,Chinese,None,none,none,None,NO,Assault,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
2019,2019-06-19,230,2019,2019-06-19,1507,D51,Streets/Roadways/Highway,NO,NO,none,None,None,none,none,"Transgender, Transgender Woman (Identifies As Woman)",YES,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
2019,2019-06-19,1045,2019,2019-06-24,1404,D22,Public Transportation,NO,NO,none,Sri Lankan,None,none,none,None,NO,Assault,015,Kingsway South (15),015,Kingsway South (15),NO
2019,2019-06-20,1900,2019,2019-06-21,805,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,jewish,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
2019,2019-06-23,2000,2019,2019-06-25,1115,D41,"Open Area, Park or Parking Lot",NO,NO,none,Israeli,None,none,none,None,NO,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO
2019,2019-06-24,1325,2019,2019-06-24,1340,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,jewish,none,None,NO,Criminal Harassment,035,Westminster-Branson (35),035,Westminster-Branson (35),NO
2019,2019-06-26,2126,2019,2019-06-26,2156,D51,Public Transportation,NO,NO,black,None,None,none,none,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
2019,2019-06-27,2330,2019,2019-06-28,1145,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,white,None,None,none,none,None,NO,Mischief Under $5000,069,Blake-Jones (69),069,Blake-Jones (69),NO
2019,2019-06-30,1200,2019,2019-07-04,1111,D22,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO
2019,2019-07-02,730,2019,2019-07-03,1207,NSA,Streets/Roadways/Highway,NO,NO,none,Indian,None,none,none,None,NO,Assault,NSA,NSA,NSA,NSA,NO
2019,2019-07-04,1900,2019,2019-07-08,1837,D55,Other Commercial / Corporate Places ,NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),YES
2019,2019-07-08,1700,2019,2019-07-09,1313,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,white,None,None,none,none,None,NO,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO
2019,2019-07-08,1800,2019,2019-07-09,1054,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,none,None,None,none,2slgbtq+,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
2019,2019-07-09,2200,2019,2019-07-09,2204,D51,Streets/Roadways/Highway,NO,NO,none,Israeli,None,none,none,None,NO,Uttering Threats - Bodily Harm,072,Regent Park (72),072,Regent Park (72),YES
2019,2019-07-12,1133,2019,2019-07-12,1134,D14,Business/Retail,NO,NO,none,None,None,none,gay,None,NO,Uttering Threats - Bodily Harm,163,Fort York-Liberty Village (163),082,Niagara (82),YES
2019,2019-07-15,1144,2019,2019-07-15,2120,D43,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,muslim,none,None,NO,Mischief Interfere With Property,123,Cliffcrest (123),123,Cliffcrest (123),NO
2019,2019-07-16,1015,2019,2019-07-16,1021,D51,Streets/Roadways/Highway,NO,NO,middle eastern,None,None,none,none,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES
2019,2019-07-18,1815,2019,2019-07-21,743,D11,Religious Place of Worship/Cultural Centre,NO,NO,none,None,None,catholic,none,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
2019,2019-07-19,1252,2019,2019-07-19,1302,D23,Business/Retail,NO,NO,black,None,None,none,none,None,NO,Uttering Threats - Bodily Harm,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
2019,2019-07-20,1350,2019,2019-07-20,1357,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,none,None,None,muslim,none,None,NO,Assault,024,Black Creek (24),024,Black Creek (24),YES
2019,2019-07-24,0,2019,2019-07-31,1827,D53,Other Commercial / Corporate Places ,NO,NO,none,None,None,jewish,none,None,NO,Mischief Interfere With Property,095,Annex (95),095,Annex (95),NO
2019,2019-07-25,1600,2019,2019-07-26,1659,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,"black, east/southeast asian",None,None,none,none,None,YES,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
2019,2019-07-26,2202,2019,2019-07-26,2202,NSA,Streets/Roadways/Highway,NO,NO,none,None,None,sikh,none,None,NO,Uttering Threats - Bodily Harm,NSA,NSA,NSA,NSA,YES
2019,2019-07-28,1030,2019,2019-07-29,1010,D14,"Open Area, Park or Parking Lot",NO,NO,none,None,None,jewish,none,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
2019,2019-07-28,2230,2019,2019-07-29,1356,D13,Business/Retail,NO,NO,none,None,None,jewish,none,None,NO,Uttering Threats - Property,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
